"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"4214","3081","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683127.5 1249416.4)"
"4215","257","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681062.2 1242654.2)"
"4216","269","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2681414.5 1242879.4)"
"4217","314","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681536.2 1244016.5)"
"4218","350","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681826.2 1246162.1)"
"4220","491","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679351 1246771.9)"
"4221","1309","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683197.5 1243171.9)"
"4222","1377","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2682444.8 1247317.1)"
"4223","1406","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682399.8 1247289)"
"4224","2888","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683522.8 1252486.4)"
"4225","2869","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683332.8 1252412.9)"
"4226","942","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2683472.2 1252423)"
"4227","2277","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682154.2 1246518.6)"
"4228","2283","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681650.5 1243895.2)"
"4229","2285","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682144.5 1244246.4)"
"4230","2286","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681946.8 1247317.9)"
"4231","2297","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682866 1243028.8)"
"4232","2329","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682010 1243598.2)"
"4233","2334","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2682203.5 1245963.8)"
"4234","2349","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681790.8 1245860.8)"
"4235","2403","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683143.2 1247488.1)"
"4236","2404","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2681618.5 1247476.4)"
"4237","2406","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2681890.2 1247162.9)"
"4238","2407","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682953.8 1244092.9)"
"4239","2408","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682504.2 1243885.1)"
"4240","2409","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682478.8 1243314.4)"
"4241","2411","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683097.2 1247598)"
"4242","2412","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683216.2 1247607.9)"
"4243","2413","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683056.5 1243832.1)"
"4244","2414","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683003.8 1243983.8)"
"4245","2415","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682902.2 1247155.4)"
"4246","2416","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683089.5 1243740)"
"4247","2417","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682286.5 1245412)"
"4248","2418","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682286 1245241.8)"
"4249","2419","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682238.2 1246332.4)"
"4250","2420","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682239.2 1246368.6)"
"4251","2421","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682611 1246133.6)"
"4252","2422","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682644 1246041.5)"
"4253","2423","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2681758.8 1247313.2)"
"4254","2424","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682530.2 1244583)"
"4255","2426","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681603.5 1246692.4)"
"4256","2427","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681551 1246836.9)"
"4257","2430","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683188.5 1247410.4)"
"4258","2432","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682702 1244164.6)"
"4259","2437","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682909 1243731.4)"
"4260","2440","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681889.8 1246806.4)"
"4261","2441","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682355 1246473.5)"
"4262","2442","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682443.2 1246516.9)"
"4263","2444","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683005.8 1247180.6)"
"4264","2445","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681834.8 1246874.2)"
"4265","2452","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682563 1243983.5)"
"4266","2453","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682616.8 1243772.9)"
"4267","2454","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682644.8 1243643.8)"
"4268","2455","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682653.5 1243535.2)"
"4269","2456","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682640 1246441.2)"
"4270","2458","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682113.5 1243297.4)"
"4271","2459","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682723.8 1243455.4)"
"4272","2460","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2680790 1245748.9)"
"4273","2461","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682705.8 1246383.5)"
"4274","2462","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681687.8 1247484)"
"4275","2465","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680686.8 1245682.8)"
"4276","2467","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682122.2 1247461.4)"
"4277","2470","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682224.5 1245319.4)"
"4278","2471","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682278 1244994.9)"
"4279","2472","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682301 1244860.5)"
"4280","2473","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682308.5 1244709.1)"
"4281","2474","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680500.8 1246936.2)"
"4282","2475","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680230.5 1246245)"
"4283","2476","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681115.5 1245763.1)"
"4284","2477","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682036.2 1244660.9)"
"4285","2478","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682857.2 1246246.8)"
"4286","2479","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682839 1246200.5)"
"4287","2481","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680496 1246251)"
"4288","2482","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681265.5 1246077.9)"
"4289","2483","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681376.2 1246129.4)"
"4290","2486","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681691.5 1247274)"
"4291","2487","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682770.5 1244291.8)"
"4292","2488","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681655.8 1243106.1)"
"4293","2492","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682279.8 1244476.5)"
"4294","2493","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680064.8 1246932.6)"
"4295","2494","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679961 1246909.5)"
"4296","2496","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2683090 1246650)"
"4297","2363","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681657.2 1244041.6)"
"4298","611","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2682225.5 1249102.5)"
"4299","640","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2682068.8 1248871.1)"
"4300","1609","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679609.8 1247756.1)"
"4301","1669","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2680374.5 1250385.9)"
"4302","2524","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681485.5 1249537.5)"
"4303","2599","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2681492.8 1248044.8)"
"4304","2619","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2678909.8 1248304.8)"
"4305","2628","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2678795 1247901.4)"
"4306","2627","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2678867.5 1247982.8)"
"4307","2635","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680944.2 1247375.1)"
"4308","2654","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2678702.8 1248238.2)"
"4309","2655","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2678781.5 1248334.1)"
"4310","2656","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2678826.5 1248374.4)"
"4311","2686","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682045 1248133.8)"
"4312","2687","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681950.2 1248199.4)"
"4313","2691","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2679832.5 1248870.1)"
"4314","2695","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682159.5 1248342.9)"
"4315","2696","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682077.2 1248349.6)"
"4316","2697","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2679684.2 1250630)"
"4317","2698","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2679551.8 1250651.4)"
"4318","2699","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2679408 1250690.4)"
"4319","2700","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2678753.2 1248467.6)"
"4320","2707","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2680304 1247178.8)"
"4321","2710","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2678775 1248888.8)"
"4322","2711","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2678763.8 1248977)"
"4323","2712","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2679553 1249095)"
"4324","2713","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681628.5 1249833.4)"
"4325","2717","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2678183.8 1252213.8)"
"4326","2708","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2680202.2 1247191.8)"
"4327","2718","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2680326.8 1247267.5)"
"4328","2722","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679833.8 1249676.4)"
"4329","2723","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679072.5 1247275.4)"
"4330","2724","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680407.2 1247386.8)"
"4331","2726","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680377.8 1251070.1)"
"4332","2727","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682643 1248634.9)"
"4333","2729","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681849.5 1249130.4)"
"4334","2733","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680205.8 1250284.5)"
"4335","2732","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680060 1250349.8)"
"4336","2734","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680283 1250189.9)"
"4337","97","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2684102.2 1246763.6)"
"4338","2736","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679710.2 1250846.9)"
"4339","2735","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679640.2 1250916.4)"
"4340","800","Oberflurhydrant","Zweiarmig","1980","öffentlich","POINT (2681982 1253117.5)"
"4341","807","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683061.8 1251424.8)"
"4342","835","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682955 1252866.9)"
"4343","2617","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2678682.8 1250149.6)"
"4344","887","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2686148 1251172.8)"
"4345","990","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683876.2 1251701.6)"
"4346","1788","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685418.2 1251255.5)"
"4347","2885","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683722.2 1252255.9)"
"4348","1904","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685354.5 1250972.6)"
"4349","1922","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682427.5 1252273.9)"
"4350","2848","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682843 1252073.9)"
"4351","2851","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2685204.2 1251734.2)"
"4352","2855","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2681392.8 1251892.5)"
"4353","2856","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2681260.2 1251843.1)"
"4354","2860","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683864.2 1252308)"
"4355","2862","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683645.8 1251646.1)"
"4356","2877","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683740 1251666.5)"
"4357","2879","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680695 1252897.1)"
"4358","2882","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2681260 1251760.9)"
"4359","2884","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683780 1252313.4)"
"4360","2899","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685610.5 1250510.2)"
"4361","2900","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685667 1250408)"
"4362","2903","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684050.2 1251217.4)"
"4363","2904","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684147.8 1251172.4)"
"4364","2905","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685592 1251407.6)"
"4365","2906","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685546.2 1251569.9)"
"4366","2908","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683967.5 1251173.2)"
"4367","2926","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683087 1251638.1)"
"4368","2922","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683005.5 1251543.6)"
"4369","2928","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683590.5 1253784.1)"
"4370","2929","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684062.2 1253655.8)"
"4371","2932","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683750 1251735)"
"4372","2934","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682890.2 1251699.5)"
"4373","2935","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682771 1251726.9)"
"4374","2939","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2685464.2 1252138.2)"
"4375","3007","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2684214.2 1250283)"
"4376","1547","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2679598.8 1249299.9)"
"4377","1876","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2683643.2 1252402)"
"4378","1903","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2683666.5 1250810.4)"
"4380","1970","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682076 1251549.2)"
"4381","2930","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684265.5 1252509.8)"
"4382","2938","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683520.5 1253924.9)"
"4383","1408","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2683271.2 1247923.8)"
"4384","1972","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683532.8 1252004.4)"
"4385","2480","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682864.5 1246108.1)"
"4386","2489","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2683417.2 1243317.9)"
"4387","3250","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682445.2 1246907.5)"
"4388","3253","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682352.5 1244386.9)"
"4389","3254","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681834.5 1246514)"
"4390","3255","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681724.8 1246387.4)"
"4391","3261","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681185.8 1245955.2)"
"4392","3268","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682910 1246699.1)"
"4393","2740","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681904 1249750.1)"
"4394","2741","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681345 1248367.9)"
"4395","2742","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680286 1248912.2)"
"4396","2743","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681962 1247767.5)"
"4397","2744","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2678219.2 1249279)"
"4398","2745","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2678087.8 1249233.2)"
"4399","2747","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2678082.5 1249506.2)"
"4400","2748","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2677960.5 1249431.2)"
"4401","2749","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2677876.2 1249690.4)"
"4402","2750","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2677978.8 1249555.8)"
"4403","3351","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680680.8 1247288.2)"
"4404","3352","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680673.5 1247322.9)"
"4405","3353","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680597 1247348.6)"
"4406","3354","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680584.5 1247388.2)"
"4407","3356","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680486 1247470.4)"
"4408","3355","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680371 1247534.8)"
"4409","3357","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2680429.8 1247546.9)"
"4410","3360","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679806.5 1248977.9)"
"4411","3361","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679068.2 1249401.4)"
"4412","3362","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679021.5 1249251.8)"
"4413","3363","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679064.8 1249204.1)"
"4414","3364","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679105 1248968)"
"4415","3365","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679062 1248871.8)"
"4416","3366","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679004 1248782.1)"
"4417","3367","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2678968.8 1248704)"
"4418","3368","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2678927.2 1248600.9)"
"4419","3369","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2678189 1248972.4)"
"4420","3370","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681754.5 1250148.6)"
"4421","3371","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2681577.2 1250221.9)"
