"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"3934","855","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2685434.8 1251128.1)"
"3935","858","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2685333 1251162.6)"
"3936","859","Oberflurhydrant","Zweiarmig","1981","öffentlich","POINT (2685304 1251202.6)"
"3937","862","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2685186.5 1251235.5)"
"3938","984","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2685357 1251059.6)"
"3939","2552","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2679187.2 1247623.9)"
"3941","2620","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2680836.2 1249933.9)"
"3942","2639","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680728.8 1249992.6)"
"3943","2689","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681209 1250356.1)"
"3944","2645","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680730.8 1250043.4)"
"3945","2658","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2680864 1249919.9)"
"3946","445","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681824.2 1246077.8)"
"3947","459","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681806 1246005.4)"
"3948","2688","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681870 1248263.9)"
"3949","2439","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681769 1246976.9)"
"3950","2236","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684381.2 1248274.2)"
"3951","2239","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683712 1249040.1)"
"3952","2240","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2683807.8 1249029.6)"
"3953","2706","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681364.5 1250262.5)"
"3954","2705","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681473.8 1250163.9)"
"3955","2660","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681368.5 1250407.5)"
"3956","2644","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682229.5 1248654)"
"3957","2694","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682409.2 1248830.6)"
"3958","2446","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682290 1244171.6)"
"3959","2657","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681726.8 1250085.8)"
"3960","2704","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681637.8 1250120.4)"
"3961","3004","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682332.8 1249475.8)"
"3962","435","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681424.8 1246040.4)"
"3963","2805","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684346 1252648.2)"
"3964","2853","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2684986.8 1251859.5)"
"3965","2872","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682975.2 1252393.4)"
"3966","766","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2679976.8 1253285)"
"3967","763","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2679765.5 1253348.5)"
"3968","2852","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2684888 1251847.1)"
"3969","2854","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2685071.8 1251861.6)"
"3970","1304","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683136.2 1243252.4)"
"3971","369","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683081.5 1243345.5)"
"3972","2431","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682557.5 1244086.4)"
"3973","2434","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682796.8 1244037)"
"3974","2435","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682825 1243946)"
"3975","2449","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682657.8 1243912.4)"
"3976","2436","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682866.5 1243831.4)"
"3977","1445","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683006 1247780.4)"
"3978","2683","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682489.5 1248471)"
"3979","2681","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682727.2 1248498.8)"
"3980","2668","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682589.2 1248489.5)"
"3981","2667","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2682655.2 1248401.6)"
"3982","2662","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2682637.2 1248353.5)"
"3983","2682","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2682550.8 1248416.2)"
"3984","2663","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2682757 1248315.2)"
"3985","2651","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682495.5 1248784.1)"
"3986","2650","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682549.5 1248738.9)"
"3987","2649","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682549.8 1248808.8)"
"3988","2676","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2682793 1248373.2)"
"3989","2677","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2682853.8 1248410.8)"
"3990","2678","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682906.8 1248477.5)"
"3991","2670","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2682947 1248435.2)"
"3992","2669","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2683012.2 1248366.5)"
"3993","2675","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2682945.5 1248351.2)"
"3994","2664","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2682827.8 1248283.5)"
"3995","2674","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2682961.5 1248300.2)"
"3996","2671","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682828.8 1248559.9)"
"3997","2672","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2682779.8 1248635.8)"
"3998","3005","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682642 1249323.2)"
"3999","2203","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2683310.5 1249360.6)"
"4000","2238","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683589 1249085.4)"
"4001","2616","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682562.8 1250309.2)"
"4002","2659","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682524.2 1250383.4)"
"4003","2193","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682825.2 1249983.2)"
"4004","2858","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2683519.5 1250820.9)"
"4005","1905","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683626.8 1250788.1)"
"4006","3020","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683839.2 1246137.2)"
"4007","2235","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683925 1246401.2)"
"4008","3001","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683814 1246194.1)"
"4009","3050","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684020.5 1246050.9)"
"4010","3045","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684077.5 1245960.2)"
"4011","3046","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684102 1245914.6)"
"4012","2187","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2684121 1246414.6)"
"4013","3052","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683862.8 1248885.9)"
"4014","3053","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683922.2 1248880.9)"
"4015","3054","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683989.2 1248831.5)"
"4016","3037","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684150 1249113.1)"
"4017","3038","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684111.8 1249103.1)"
"4018","3039","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684051.8 1249204.9)"
"4023","2227","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685199.5 1246145.4)"
"4024","1431","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682534.5 1246456)"
"4025","2873","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683456.8 1251094.9)"
"4026","2208","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683517.2 1247933)"
"4027","3029","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683569 1247944.9)"
"4028","2652","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2678629.8 1249183)"
"4029","2231","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685195.8 1244941.4)"
"4030","3000","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684983.8 1244827.4)"
"4031","2234","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685047.5 1244704.2)"
"4032","2215","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2685626 1246409)"
"4033","2216","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685711.5 1246340.6)"
"4034","2242","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2685762.2 1246263.8)"
"4035","2241","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685339.5 1246834.6)"
"4037","2246","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2685230 1247876.2)"
"4038","","Unterflurhydrant","Zweiarmig","1935","öffentlich","POINT (2685236 1247950.9)"
"4039","2844","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2680587.8 1253040.9)"
"4040","2909","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682615.8 1251822.6)"
"4041","608","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2678827.2 1250992)"
"4042","487","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2680379.8 1246503.5)"
"4043","3015","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684696.5 1245561.2)"
"4044","2249","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684829.2 1245067.5)"
"4045","681","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680380.5 1248752.6)"
"4046","923","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2685597.2 1250976.2)"
"4047","461","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2681591 1247292.2)"
"4048","1276","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682631.8 1245734.9)"
"4049","2703","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681442.5 1249822)"
"4050","2714","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681500 1249880.9)"
"4051","2715","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681391.5 1249903.8)"
"4052","2702","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681293.5 1249843.2)"
"4053","2709","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681402.2 1250375.6)"
"4054","2893","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682504 1250645.9)"
"4055","588","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2681742 1249779.6)"
"4056","2410","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2682068.2 1244826.9)"
"4057","1680","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2681263.2 1249938.4)"
"4058","1541","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680029.8 1247939.5)"
"4059","530","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2680987.5 1248021.5)"
"4060","2034","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2684429.2 1246713.1)"
"4061","1430","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682806 1246437.4)"
"4062","2629","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2678964 1247493)"
"4063","2631","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2678957.5 1247319.2)"
"4064","1270","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682542.5 1245177.5)"
"4065","3083","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2685630.2 1248013.6)"
"4066","315","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681929 1247419.1)"
"4067","2390","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2680256 1246962.2)"
"4068","3090","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2684922.5 1247417.5)"
"4069","2916","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682886.8 1252364.4)"
"4070","2915","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682801.8 1252349.1)"
"4071","1888","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682892.8 1252419.8)"
"4072","2384","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682048 1245219.9)"
"4073","2392","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682040 1245074.4)"
"4074","2393","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2681979 1244946)"
"4075","492","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682764.2 1247885.4)"
"4076","3010","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684611.8 1246478.6)"
"4077","2466","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2682412 1246673.1)"
"4078","2921","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683128.8 1251801.6)"
"4079","2920","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683199.2 1251810.2)"
"4080","2919","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683281.8 1251844.6)"
"4081","2918","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683128.5 1251911.2)"
"4082","2917","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683208.5 1251952.4)"
"4083","3078","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2684370.8 1245511.6)"
"4084","3013","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684583.5 1245746.6)"
"4085","3012","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684538.2 1245823.4)"
"4086","1913","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2683829 1250826.8)"
"4087","2861","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2680672.8 1252067.2)"
"4088","3026","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683472.8 1248275.1)"
"4089","3027","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683461 1248354.6)"
"4090","3028","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683440.8 1248489.9)"
"4091","727","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682072.8 1247959.6)"
"4092","","Unterflurhydrant","Zweiarmig","1984","öffentlich","POINT (2682021.8 1247869.2)"
"4093","2450","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681827.8 1247502.6)"
"4094","1850","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684212 1251691.1)"
"4095","2857","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683962.2 1251693)"
"4096","1977","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684161.5 1251595.6)"
"4097","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2684235 1251414.9)"
"4098","75","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2687386.2 1245854.1)"
"4099","2646","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2679216.2 1248018.1)"
"4100","2497","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682164 1246803.4)"
"4101","2499","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2682084 1246720.2)"
"4102","2498","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682255.8 1246847.4)"
"4103","2248","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684760 1245165.9)"
"4104","1311","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2681173 1246089.8)"
"4105","2464","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681343 1245823.6)"
"4106","2433","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2681429.8 1247103.8)"
"4107","2728","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681412.5 1248448.5)"
"4108","2937","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683728.8 1250755.8)"
"4109","2701","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2679214 1248487.4)"
"4110","2725","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679915.5 1251184.2)"
"4111","965","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2679484 1253016.6)"
"4112","2913","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2682536.5 1252075.9)"
"4113","2468","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2681607.8 1243141.2)"
"4114","2301","Oberflurhydrant","Zweiarmig","2014","öffentlich","POINT (2681647.2 1243625.2)"
"4115","2895","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683420.2 1252609.9)"
"4116","2867","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683047.2 1252894)"
"4117","2868","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683018.8 1252772.6)"
"4118","2859","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683240.5 1252564.5)"
"4119","2931","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683560.8 1251341.6)"
"4120","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2684854.5 1252232.4)"
"4121","9999","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2683229.8 1248129.8)"
"4122","","Unterflurhydrant","Zweiarmig","1943","öffentlich","POINT (2686668.2 1250426.1)"
"4123","2198","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2682225 1249727)"
"4124","2731","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2679611.2 1247393.2)"
"4125","2632","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2679977.2 1247853)"
"4126","2366","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2680727.8 1245710.9)"
"4127","2469","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2680788 1245602.8)"
"4128","2463","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2680876.2 1245567.2)"
"4129","2457","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2680986 1245433.4)"
"4130","2719","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681032 1250280.2)"
"4131","2720","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2681165.5 1250283.2)"
"4132","304","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682203.2 1246644.1)"
"4133","2447","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2682254.8 1247841.8)"
"4134","2380","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2682352.8 1247791.9)"
"4135","2896","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2683400.2 1253369.4)"
"4136","884","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2685920.5 1251101.6)"
"4137","885","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2685969.5 1251112.2)"
"4138","886","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2686065 1251143.5)"
"4139","869","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2686393.8 1250657.8)"
"4140","870","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2686464 1250650.1)"
"4141","872","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2686557.8 1250611.5)"
"4142","871","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2686504.5 1250611.2)"
"4143","893","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2686733.5 1251265.1)"
"4144","896","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2687008.2 1251154.6)"
"4145","787","Oberflurhydrant","Zweiarmig","1979","öffentlich","POINT (2681660.5 1253199.4)"
"4146","788","Oberflurhydrant","Zweiarmig","1979","öffentlich","POINT (2681648.5 1253130)"
"4147","991","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2681805.8 1253137.6)"
"4148","978","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2683364 1253239.9)"
"4149","2889","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683488 1253409)"
"4150","940","Oberflurhydrant","Zweiarmig","1984","öffentlich","POINT (2683546.8 1253529.5)"
"4152","1559","Oberflurhydrant","Zweiarmig","2003","öffentlich","POINT (2679713.5 1249252)"
"4153","2047","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2684485.2 1248308.1)"
"4154","2204","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2685054.5 1247425.8)"
"4155","2716","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2678557.5 1249596.1)"
"4156","2653","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2678306.2 1249319.4)"
"4157","187","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2684312.8 1246622.4)"
"4158","2721","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2677842 1249277.1)"
"4159","1221","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683040.5 1249116.2)"
"4160","2730","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2677691.5 1249358.2)"
"4161","2085","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2686165 1246131.9)"
"4162","2206","Oberflurhydrant","Zweiarmig","1997","öffentlich","POINT (2687304.5 1245758.5)"
"4163","2212","Oberflurhydrant","Zweiarmig","2005","öffentlich","POINT (2686705 1245753.8)"
"4164","2220","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684367 1245726.8)"
"4165","2228","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2683676 1247639.5)"
"4166","2229","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685219.8 1245142.4)"
"4167","2230","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2685300 1245010.4)"
"4168","2237","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684862.5 1246365.4)"
"4169","2243","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684376.2 1247256.1)"
"4170","2244","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684470.2 1248003.2)"
"4171","2245","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684538.2 1247912.5)"
"4172","2247","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684037 1246450)"
"4173","2250","Oberflurhydrant","Zweiarmig","1998","öffentlich","POINT (2684900.5 1244957.4)"
"4174","3011","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684699.2 1246382.5)"
"4175","3014","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684632.5 1245656)"
"4176","3016","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684754 1245665.8)"
"4177","3017","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684797 1245600)"
"4178","3018","Oberflurhydrant","Zweiarmig","1999","öffentlich","POINT (2684819 1245546.1)"
"4179","3021","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683904.2 1246010.2)"
"4180","3023","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683575.8 1248604.8)"
"4181","3024","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683557.5 1248687.1)"
"4182","3025","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683536.8 1248825.5)"
"4183","3030","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2683541.2 1248030.9)"
"4184","3031","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684866.2 1247037.2)"
"4185","3032","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684917.2 1247081.4)"
"4186","3040","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684055.2 1249361.6)"
"4187","3041","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684461.2 1247237.6)"
"4188","3043","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2686402.8 1245624.8)"
"4189","3044","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2685336.5 1247569)"
"4190","3048","Oberflurhydrant","Zweiarmig","2000","öffentlich","POINT (2684186.2 1245731.9)"
"4191","3055","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684024 1248879.9)"
"4192","3056","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684671.2 1247042.4)"
"4193","3057","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684630.2 1247101.9)"
"4194","3058","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684571.2 1247197.1)"
"4195","3059","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683423.5 1247692.9)"
"4196","3060","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2683443 1247775.9)"
"4197","3061","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685201.5 1247718.8)"
"4198","3062","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685178.2 1247561.4)"
"4199","3063","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685222 1247594)"
"4200","3064","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685942.2 1245944.1)"
"4201","3066","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2686530.2 1247708.8)"
"4202","3067","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2684384 1248591)"
"4203","3068","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685241.8 1246194.8)"
"4204","3069","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685182.2 1246282.9)"
"4205","3070","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685247.5 1246344.8)"
"4206","3071","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2686079.5 1245651.2)"
"4207","3072","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2684213.8 1248346.1)"
"4208","3073","Oberflurhydrant","Zweiarmig","2001","öffentlich","POINT (2685848 1247944.8)"
"4209","3074","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683289.5 1248804.8)"
"4210","3075","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683249.2 1248880.9)"
"4211","3077","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2682263.5 1249940.2)"
"4212","3079","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2684958.2 1248387.2)"
"4213","3080","Oberflurhydrant","Zweiarmig","2002","öffentlich","POINT (2683141.8 1249469.8)"
